49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-3091,Bicycle Repairers,423,497,74,17.49,4.05,5,0.95,1044,74,15,Millennial Growth,174,12
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-3091,Bicycle Repairers,4461,5505,1044,23.4,42.73,51,8.27,1044,74,15,Millennial Growth,174,12
43,Baby Boomer,Office and Administrative Support Occupations,3591385,3937939,346554,9.65,14.97,17,43-3021,Billing and Posting Clerks,69110,82372,13262,19.19,13.63,16,2.37,2146,13262,1,Millennial Exit,358,2210
43,Millennial,Office and Administrative Support Occupations,6630203,6389681,-240522,-3.63,27.63,27,43-3021,Billing and Posting Clerks,146140,148286,2146,1.47,28.82,29,0.18,2146,13262,1,Millennial Exit,358,2210
53,Millennial,Transportation and Material Moving Occupations,2524305,2379228,-145077,-5.75,25.32,26,53-3022,"Bus Drivers, School or Special Client ",84458,81428,-3030,-3.59,17.85,17,-0.85,-3030,5373,0,Millennial Exit,-505,896
53,Baby Boomer,Transportation and Material Moving Occupations,1374052,1505802,131750,9.59,13.78,16,53-3022,"Bus Drivers, School or Special Client ",102158,107531,5373,5.26,21.6,23,1.4,-3030,5373,0,Millennial Exit,-505,896
27,Baby Boomer,"Arts, Design, Entertainment, Sports, and Media Occupations",355964,374103,18139,5.1,13.26,14,27-4031,"Camera Operators, Television, Video, and Motion Picture",1843,2177,334,18.12,8.21,10,1.79,-228,334,0,Millennial Exit,-38,56
27,Millennial,"Arts, Design, Entertainment, Sports, and Media Occupations",814043,788864,-25179,-3.09,30.31,30,27-4031,"Camera Operators, Television, Video, and Motion Picture",7642,7414,-228,-2.98,34.06,34,-0.06,-228,334,0,Millennial Exit,-38,56
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-8091,Chemical Plant and System Operators,8183,9312,1129,13.8,19.78,24,4.22,-64,1129,0,Millennial Exit,-11,188
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-8091,Chemical Plant and System Operators,6516,6452,-64,-0.98,15.75,17,1.25,-64,1129,0,Millennial Exit,-11,188
19,Millennial,"Life, Physical, and Social Science Occupations",312140,328219,16079,5.15,26.96,27,19-2031,Chemists,24464,22725,-1739,-7.11,27.69,26,-1.69,-1739,1967,0,Millennial Exit,-290,328
19,Baby Boomer,"Life, Physical, and Social Science Occupations",189040,214879,25839,13.67,16.33,18,19-2031,Chemists,12196,14163,1967,16.13,13.81,16,2.19,-1739,1967,0,Millennial Exit,-290,328
11,Millennial,Management Occupations,1555952,1461670,-94282,-6.06,18.59,18,11-1011,Chief Executives,27584,24541,-3043,-11.03,8.29,8,-0.29,-3043,501,-6,Millennial Exit,-507,84
11,Baby Boomer,Management Occupations,1465399,1506812,41413,2.83,17.5,19,11-1011,Chief Executives,78636,79137,501,0.64,23.64,26,2.36,-3043,501,-6,Millennial Exit,-507,84
15,Baby Boomer,Computer and Mathematical Occupations,372843,446730,73887,19.82,10.12,11,15-1111,Computer and Information Research Scientists,3357,3952,595,17.72,13.54,15,1.46,415,595,1,Millennial Exit,69,99
15,Millennial,Computer and Mathematical Occupations,1205652,1230220,24568,2.04,32.73,32,15-1111,Computer and Information Research Scientists,7470,7885,415,5.56,30.14,29,-1.14,415,595,1,Millennial Exit,69,99
15,Millennial,Computer and Mathematical Occupations,1205652,1230220,24568,2.04,32.73,32,15-1143,Computer Network Architects,48665,46407,-2258,-4.64,33.22,32,-1.22,-2258,1606,-1,Millennial Exit,-376,268
15,Baby Boomer,Computer and Mathematical Occupations,372843,446730,73887,19.82,10.12,11,15-1143,Computer Network Architects,11656,13262,1606,13.78,7.96,9,1.04,-2258,1606,-1,Millennial Exit,-376,268
19,Millennial,"Life, Physical, and Social Science Occupations",312140,328219,16079,5.15,26.96,27,19-1031,Conservation Scientists,4375,4619,244,5.58,21.18,22,0.82,244,339,1,Millennial Exit,41,57
19,Baby Boomer,"Life, Physical, and Social Science Occupations",189040,214879,25839,13.67,16.33,18,19-1031,Conservation Scientists,3663,4002,339,9.25,17.73,19,1.27,244,339,1,Millennial Exit,41,57
11,Millennial,Management Occupations,1555952,1461670,-94282,-6.06,18.59,18,11-9021,Construction Managers,94581,66769,-27812,-29.41,18.03,17,-1.03,-27812,-19203,NULL,Shrinking,-4635,-3201
11,Baby Boomer,Management Occupations,1465399,1506812,41413,2.83,17.5,19,11-9021,Construction Managers,87531,68328,-19203,-21.94,16.69,18,1.31,-27812,-19203,NULL,Shrinking,-4635,-3201
21,Millennial,Community and Social Service Occupations,571034,615626,44592,7.81,25.21,26,21-1019,"Counselors, All Other",8163,8642,479,5.87,26.65,27,0.35,479,557,1,Millennial Exit,80,93
21,Baby Boomer,Community and Social Service Occupations,419589,457468,37879,9.03,18.52,19,21-1019,"Counselors, All Other",5748,6305,557,9.69,18.77,20,1.23,479,557,1,Millennial Exit,80,93
23,Baby Boomer,Legal Occupations,214033,222448,8415,3.93,16.43,18,23-2091,Court Reporters,4716,4622,-94,-1.99,15.78,16,0.22,-168,-94,NULL,Shrinking,-28,-16
23,Millennial,Legal Occupations,335642,320408,-15234,-4.54,25.76,26,23-2091,Court Reporters,5750,5582,-168,-2.92,19.24,19,-0.24,-168,-94,NULL,Shrinking,-28,-16
25,Millennial,"Education, Training, and Library Occupations",2051515,2114982,63467,3.09,23.88,25,25-4012,Curators,2323,2744,421,18.12,24.58,26,1.42,421,352,2,Millennial Growth,70,59
25,Baby Boomer,"Education, Training, and Library Occupations",1666597,1697604,31007,1.86,19.4,19,25-4012,Curators,1909,2261,352,18.44,20.2,22,1.8,421,352,2,Millennial Growth,70,59
47,Millennial,Construction and Extraction Occupations,2494960,2016673,-478287,-19.17,30.68,29,47-5011,"Derrick Operators, Oil and Gas",7812,12457,4645,59.46,49.5,53,3.5,4645,487,10,Millennial Growth,774,81
47,Baby Boomer,Construction and Extraction Occupations,853148,827748,-25400,-2.98,10.49,12,47-5011,"Derrick Operators, Oil and Gas",545,1032,487,89.36,3.45,4,0.55,4645,487,10,Millennial Growth,774,81
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5657,5828,171,3.02,23.65,28,4.35,-1128,171,-6,Millennial Exit,-188,29
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6506,5378,-1128,-17.34,27.2,26,-1.2,-1128,171,-6,Millennial Exit,-188,29
11,Millennial,Management Occupations,1555952,1461670,-94282,-6.06,18.59,18,11-9031,"Education Administrators, Preschool and Childcare Center/Program",15968,15806,-162,-1.01,23.12,24,0.88,-162,249,0,Millennial Exit,-27,42
11,Baby Boomer,Management Occupations,1465399,1506812,41413,2.83,17.5,19,11-9031,"Education Administrators, Preschool and Childcare Center/Program",14075,14324,249,1.77,20.38,21,0.62,-162,249,0,Millennial Exit,-27,42
21,Baby Boomer,Community and Social Service Occupations,419589,457468,37879,9.03,18.52,19,21-1012,"Educational, Guidance, School, and Vocational Counselors",46396,48104,1708,3.68,20.03,20,-0.03,3408,1708,2,Millennial Growth,568,285
21,Millennial,Community and Social Service Occupations,571034,615626,44592,7.81,25.21,26,21-1012,"Educational, Guidance, School, and Vocational Counselors",58961,62369,3408,5.78,25.45,26,0.55,3408,1708,2,Millennial Growth,568,285
17,Millennial,Architecture and Engineering Occupations,662470,593064,-69406,-10.48,24.96,24,17-3023,Electrical and Electronics Engineering Technicians,33080,29731,-3349,-10.12,20.96,20,-0.96,-3349,2125,-1,Millennial Exit,-558,354
17,Baby Boomer,Architecture and Engineering Occupations,422861,462564,39703,9.39,15.93,18,17-3023,Electrical and Electronics Engineering Technicians,26228,28353,2125,8.1,16.62,19,2.38,-3349,2125,-1,Millennial Exit,-558,354
25,Millennial,"Education, Training, and Library Occupations",2051515,2114982,63467,3.09,23.88,25,25-2021,"Elementary School Teachers, Except Special Education",296417,305103,8686,2.93,22.24,22,-0.24,8686,3984,3,Millennial Growth,1448,664
25,Baby Boomer,"Education, Training, and Library Occupations",1666597,1697604,31007,1.86,19.4,19,25-2021,"Elementary School Teachers, Except Special Education",279790,283774,3984,1.42,20.99,21,0.01,8686,3984,3,Millennial Growth,1448,664
17,Baby Boomer,Architecture and Engineering Occupations,422861,462564,39703,9.39,15.93,18,17-3025,Environmental Engineering Technicians,2691,3263,572,21.26,14.62,17,2.38,155,572,1,Millennial Exit,26,95
17,Millennial,Architecture and Engineering Occupations,662470,593064,-69406,-10.48,24.96,24,17-3025,Environmental Engineering Technicians,4332,4487,155,3.58,23.53,23,-0.53,155,572,1,Millennial Exit,26,95
43,Millennial,Office and Administrative Support Occupations,6630203,6389681,-240522,-3.63,27.63,27,43-6011,Executive Secretaries and Executive Administrative Assistants,210699,197658,-13041,-6.19,24.08,23,-1.08,-13041,15869,0,Millennial Exit,-2174,2645
43,Baby Boomer,Office and Administrative Support Occupations,3591385,3937939,346554,9.65,14.97,17,43-6011,Executive Secretaries and Executive Administrative Assistants,158686,174555,15869,10,18.13,20,1.87,-13041,15869,0,Millennial Exit,-2174,2645
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-9093,"Fabric Menders, Except Garment",97,79,-18,-18.56,8.91,10,1.09,NULL,-18,NULL,Shrinking,NULL,-3
43,Millennial,Office and Administrative Support Occupations,6630203,6389681,-240522,-3.63,27.63,27,43-4071,File Clerks,48964,45564,-3400,-6.94,25.49,26,0.51,-3400,1993,-1,Millennial Exit,-567,332
43,Baby Boomer,Office and Administrative Support Occupations,3591385,3937939,346554,9.65,14.97,17,43-4071,File Clerks,25581,27574,1993,7.79,13.32,16,2.68,-3400,1993,-1,Millennial Exit,-567,332
41,Millennial,Sales and Related Occupations,4431037,4504482,73445,1.66,27.02,28,41-1011,First-Line Supervisors of Retail Sales Workers,469529,475614,6085,1.3,29.81,32,2.19,6085,1096,6,Millennial Growth,1014,183
41,Baby Boomer,Sales and Related Occupations,2093226,2275446,182220,8.71,12.76,14,41-1011,First-Line Supervisors of Retail Sales Workers,210784,211880,1096,0.52,13.38,14,0.62,6085,1096,6,Millennial Growth,1014,183
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-3093,Food Cooking Machine Operators and Tenders,8685,8972,287,3.3,25.84,27,1.16,287,822,1,Millennial Exit,48,137
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-3093,Food Cooking Machine Operators and Tenders,3912,4734,822,21.01,11.64,14,2.36,287,822,1,Millennial Exit,48,137
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-4071,Foundry Mold and Coremakers,2521,2412,-109,-4.32,16.5,20,3.5,-789,-109,NULL,Shrinking,-132,-18
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-4071,Foundry Mold and Coremakers,3557,2768,-789,-22.18,23.28,23,-0.28,-789,-109,NULL,Shrinking,-132,-18
39,Baby Boomer,Personal Care and Service Occupations,688295,808370,120075,17.45,13.14,14,39-3011,Gaming Dealers,15693,16884,1191,7.59,15.3,16,0.7,104,1191,1,Millennial Exit,17,199
39,Millennial,Personal Care and Service Occupations,1451425,1654558,203133,14,27.7,29,39-3011,Gaming Dealers,25785,25889,104,0.4,25.15,25,-0.15,104,1191,1,Millennial Exit,17,199
33,Millennial,Protective Service Occupations,799790,828819,29029,3.63,23.88,24,33-9031,Gaming Surveillance Officers and Gaming Investigators,2266,2345,79,3.49,22.7,24,1.3,79,85,1,Millennial Exit,13,14
33,Baby Boomer,Protective Service Occupations,549128,564740,15612,2.84,16.39,17,33-9031,Gaming Surveillance Officers and Gaming Investigators,1701,1786,85,5,17.04,18,0.96,79,85,1,Millennial Exit,13,14
19,Baby Boomer,"Life, Physical, and Social Science Occupations",189040,214879,25839,13.67,16.33,18,19-3092,Geographers,205,252,47,22.93,14.41,15,0.59,85,47,2,Millennial Growth,14,8
19,Millennial,"Life, Physical, and Social Science Occupations",312140,328219,16079,5.15,26.96,27,19-3092,Geographers,409,494,85,20.78,28.8,29,0.2,85,47,2,Millennial Growth,14,8
19,Baby Boomer,"Life, Physical, and Social Science Occupations",189040,214879,25839,13.67,16.33,18,19-2042,"Geoscientists, Except Hydrologists and Geographers",5493,7143,1650,30.04,15.76,18,2.24,1394,1650,1,Millennial Exit,232,275
19,Millennial,"Life, Physical, and Social Science Occupations",312140,328219,16079,5.15,26.96,27,19-2042,"Geoscientists, Except Hydrologists and Geographers",10146,11540,1394,13.74,29.1,30,0.9,1394,1650,1,Millennial Exit,232,275
47,Baby Boomer,Construction and Extraction Occupations,853148,827748,-25400,-2.98,10.49,12,47-4041,Hazardous Materials Removal Workers,2602,3386,784,30.13,7.04,9,1.96,226,784,1,Millennial Exit,38,131
47,Millennial,Construction and Extraction Occupations,2494960,2016673,-478287,-19.17,30.68,29,47-4041,Hazardous Materials Removal Workers,12722,12948,226,1.78,34.44,34,-0.44,226,784,1,Millennial Exit,38,131
53,Baby Boomer,Transportation and Material Moving Occupations,1374052,1505802,131750,9.59,13.78,16,53-3032,Heavy and Tractor-Trailer Truck Drivers,328692,349422,20730,6.31,16.91,19,2.09,-45785,20730,-2,Millennial Exit,-7631,3455
53,Millennial,Transportation and Material Moving Occupations,2524305,2379228,-145077,-5.75,25.32,26,53-3032,Heavy and Tractor-Trailer Truck Drivers,369694,323909,-45785,-12.38,19.02,18,-1.02,-45785,20730,-2,Millennial Exit,-7631,3455
47,Baby Boomer,Construction and Extraction Occupations,853148,827748,-25400,-2.98,10.49,12,47-4051,Highway Maintenance Workers,25786,25537,-249,-0.97,17.46,18,0.54,-779,-249,NULL,Shrinking,-130,-42
47,Millennial,Construction and Extraction Occupations,2494960,2016673,-478287,-19.17,30.68,29,47-4051,Highway Maintenance Workers,30894,30115,-779,-2.52,20.91,21,0.09,-779,-249,NULL,Shrinking,-130,-42
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-9031,Home Appliance Repairers,12037,9329,-2708,-22.5,25.38,22,-3.38,-2708,1437,-1,Millennial Exit,-451,240
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-9031,Home Appliance Repairers,6037,7474,1437,23.8,12.73,18,5.27,-2708,1437,-1,Millennial Exit,-451,240
17,Millennial,Architecture and Engineering Occupations,662470,593064,-69406,-10.48,24.96,24,17-3026,Industrial Engineering Technicians,14238,12394,-1844,-12.95,19,18,-1,-1844,1203,-1,Millennial Exit,-307,201
17,Baby Boomer,Architecture and Engineering Occupations,422861,462564,39703,9.39,15.93,18,17-3026,Industrial Engineering Technicians,12420,13623,1203,9.69,16.58,20,3.42,-1844,1203,-1,Millennial Exit,-307,201
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-9041,Industrial Machinery Mechanics,56747,58338,1591,2.8,18.16,18,-0.16,1591,11111,1,Millennial Exit,265,1852
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-9041,Industrial Machinery Mechanics,56704,67815,11111,19.59,18.15,21,2.85,1591,11111,1,Millennial Exit,265,1852
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-9099,"Installation, Maintenance, and Repair Workers, All Other",44986,43523,-1463,-3.25,25.61,26,0.39,-1463,1479,0,Millennial Exit,-244,247
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-9099,"Installation, Maintenance, and Repair Workers, All Other",25208,26687,1479,5.87,14.35,16,1.65,-1463,1479,0,Millennial Exit,-244,247
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-9071,Jewelers and Precious Stone and Metal Workers,6792,6071,-721,-10.62,16.39,18,1.61,-1495,-721,NULL,Shrinking,-249,-120
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-9071,Jewelers and Precious Stone and Metal Workers,7217,5722,-1495,-20.71,17.42,17,-0.42,-1495,-721,NULL,Shrinking,-249,-120
25,Millennial,"Education, Training, and Library Occupations",2051515,2114982,63467,3.09,23.88,25,25-2012,"Kindergarten Teachers, Except Special Education",37377,38880,1503,4.02,24.22,25,0.78,1503,418,4,Millennial Growth,251,70
25,Baby Boomer,"Education, Training, and Library Occupations",1666597,1697604,31007,1.86,19.4,19,25-2012,"Kindergarten Teachers, Except Special Education",30237,30655,418,1.38,19.6,20,0.4,1503,418,4,Millennial Growth,251,70
53,Baby Boomer,Transportation and Material Moving Occupations,1374052,1505802,131750,9.59,13.78,16,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",232847,260922,28075,12.06,9.66,12,2.34,-35358,28075,-1,Millennial Exit,-5893,4679
53,Millennial,Transportation and Material Moving Occupations,2524305,2379228,-145077,-5.75,25.32,26,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",760334,724976,-35358,-4.65,31.54,32,0.46,-35358,28075,-1,Millennial Exit,-5893,4679
19,Baby Boomer,"Life, Physical, and Social Science Occupations",189040,214879,25839,13.67,16.33,18,19-1099,"Life Scientists, All Other",1007,1123,116,11.52,10.95,12,1.05,51,116,1,Millennial Exit,9,19
19,Millennial,"Life, Physical, and Social Science Occupations",312140,328219,16079,5.15,26.96,27,19-1099,"Life Scientists, All Other",2287,2338,51,2.23,24.87,25,0.13,51,116,1,Millennial Exit,9,19
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-9094,Locksmiths and Safe Repairers,4637,4886,249,5.37,20.69,21,0.31,365,249,2,Millennial Growth,61,42
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-9094,Locksmiths and Safe Repairers,4731,5096,365,7.72,21.11,23,1.89,365,249,2,Millennial Growth,61,42
13,Millennial,Business and Financial Operations Occupations,1992479,1981010,-11469,-0.58,27.97,27,13-1081,Logisticians,31701,34911,3210,10.13,28.29,27,-1.29,3210,5598,1,Millennial Exit,535,933
13,Baby Boomer,Business and Financial Operations Occupations,1099023,1225149,126126,11.48,15.43,17,13-1081,Logisticians,18517,24115,5598,30.23,16.53,19,2.47,3210,5598,1,Millennial Exit,535,933
13,Millennial,Business and Financial Operations Occupations,1992479,1981010,-11469,-0.58,27.97,27,13-1161,Market Research Analysts and Marketing Specialists,142216,160189,17973,12.64,37.39,37,-0.39,17973,11995,2,Millennial Growth,2996,1999
13,Baby Boomer,Business and Financial Operations Occupations,1099023,1225149,126126,11.48,15.43,17,13-1161,Market Research Analysts and Marketing Specialists,36031,48026,11995,33.29,9.47,11,1.53,17973,11995,2,Millennial Growth,2996,1999
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-9011,Mechanical Door Repairers,6370,4725,-1645,-25.82,30.5,29,-1.5,-1645,37,-45,Millennial Exit,-274,6
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-9011,Mechanical Door Repairers,2382,2419,37,1.55,11.4,15,3.6,-1645,37,-45,Millennial Exit,-274,6
29,Baby Boomer,Healthcare Practitioners and Technical Occupations,1161066,1413668,252602,21.76,15.49,17,29-2071,Medical Records and Health Information Technicians,29397,36520,7123,24.23,16.74,19,2.26,4132,7123,1,Millennial Exit,689,1187
29,Millennial,Healthcare Practitioners and Technical Occupations,1944312,2157397,213085,10.96,25.94,27,29-2071,Medical Records and Health Information Technicians,45351,49483,4132,9.11,25.83,26,0.17,4132,7123,1,Millennial Exit,689,1187
19,Baby Boomer,"Life, Physical, and Social Science Occupations",189040,214879,25839,13.67,16.33,18,19-1042,"Medical Scientists, Except Epidemiologists",9689,12722,3033,31.3,11.48,13,1.52,4206,3033,2,Millennial Growth,701,506
19,Millennial,"Life, Physical, and Social Science Occupations",312140,328219,16079,5.15,26.96,27,19-1042,"Medical Scientists, Except Epidemiologists",24733,28939,4206,17.01,29.31,29,-0.31,4206,3033,2,Millennial Growth,701,506
43,Millennial,Office and Administrative Support Occupations,6630203,6389681,-240522,-3.63,27.63,27,43-6013,Medical Secretaries,108047,127966,19919,18.44,23.78,24,0.22,19919,31483,1,Millennial Exit,3320,5247
43,Baby Boomer,Office and Administrative Support Occupations,3591385,3937939,346554,9.65,14.97,17,43-6013,Medical Secretaries,81148,112631,31483,38.8,17.86,21,3.14,19919,31483,1,Millennial Exit,3320,5247
13,Baby Boomer,Business and Financial Operations Occupations,1099023,1225149,126126,11.48,15.43,17,13-1121,"Meeting, Convention, and Event Planners",7661,10731,3070,40.07,10.8,12,1.2,5788,3070,2,Millennial Growth,965,512
13,Millennial,Business and Financial Operations Occupations,1992479,1981010,-11469,-0.58,27.97,27,13-1121,"Meeting, Convention, and Event Planners",26845,32633,5788,21.56,37.84,38,0.16,5788,3070,2,Millennial Growth,965,512
21,Baby Boomer,Community and Social Service Occupations,419589,457468,37879,9.03,18.52,19,21-1023,Mental Health and Substance Abuse Social Workers,17935,21088,3153,17.58,16.34,18,1.66,3830,3153,2,Millennial Growth,638,526
21,Millennial,Community and Social Service Occupations,571034,615626,44592,7.81,25.21,26,21-1023,Mental Health and Substance Abuse Social Workers,33107,36937,3830,11.57,30.17,31,0.83,3830,3153,2,Millennial Growth,638,526
41,Millennial,Sales and Related Occupations,4431037,4504482,73445,1.66,27.02,28,41-9012,Models,2602,2618,16,0.61,27.32,28,0.68,16,103,1,Millennial Exit,3,17
41,Baby Boomer,Sales and Related Occupations,2093226,2275446,182220,8.71,12.76,14,41-9012,Models,812,915,103,12.68,8.52,10,1.48,16,103,1,Millennial Exit,3,17
53,Millennial,Transportation and Material Moving Occupations,2524305,2379228,-145077,-5.75,25.32,26,53-3099,"Motor Vehicle Operators, All Other",10685,10424,-261,-2.44,15.77,15,-0.77,-261,1213,0,Millennial Exit,-44,202
53,Baby Boomer,Transportation and Material Moving Occupations,1374052,1505802,131750,9.59,13.78,16,53-3099,"Motor Vehicle Operators, All Other",13318,14531,1213,9.11,19.66,21,1.34,-261,1213,0,Millennial Exit,-44,202
53,Baby Boomer,Transportation and Material Moving Occupations,1374052,1505802,131750,9.59,13.78,16,53-5022,Motorboat Operators,722,737,15,2.08,17.55,18,0.45,-58,15,-3,Millennial Exit,-10,3
53,Millennial,Transportation and Material Moving Occupations,2524305,2379228,-145077,-5.75,25.32,26,53-5022,Motorboat Operators,849,791,-58,-6.83,20.64,19,-1.64,-58,15,-3,Millennial Exit,-10,3
27,Baby Boomer,"Arts, Design, Entertainment, Sports, and Media Occupations",355964,374103,18139,5.1,13.26,14,27-1014,Multimedia Artists and Animators,11340,10729,-611,-5.39,17.47,18,0.53,-580,-611,NULL,Shrinking,-97,-102
27,Millennial,"Arts, Design, Entertainment, Sports, and Media Occupations",814043,788864,-25179,-3.09,30.31,30,27-1014,Multimedia Artists and Animators,15271,14691,-580,-3.8,23.52,24,0.48,-580,-611,NULL,Shrinking,-97,-102
27,Millennial,"Arts, Design, Entertainment, Sports, and Media Occupations",814043,788864,-25179,-3.09,30.31,30,27-2041,Music Directors and Composers,13210,13435,225,1.7,19.24,19,-0.24,225,310,1,Millennial Exit,38,52
27,Baby Boomer,"Arts, Design, Entertainment, Sports, and Media Occupations",355964,374103,18139,5.1,13.26,14,27-2041,Music Directors and Composers,11646,11956,310,2.66,16.96,17,0.04,225,310,1,Millennial Exit,38,52
49,Baby Boomer,"Installation, Maintenance, and Repair Occupations",865447,946602,81155,9.38,14.61,17,49-9063,Musical Instrument Repairers and Tuners,3006,2608,-398,-13.24,23,23,0,184,-398,0,Millennial Growth,31,-66
49,Millennial,"Installation, Maintenance, and Repair Occupations",1453597,1378460,-75137,-5.17,24.53,24,49-9063,Musical Instrument Repairers and Tuners,1581,1765,184,11.64,12.1,16,3.9,184,-398,0,Millennial Growth,31,-66
51,Baby Boomer,Production Occupations,1461071,1531321,70250,4.81,14.43,17,51-8011,Nuclear Power Reactor Operators,1119,1522,403,36.01,16.87,21,4.13,195,403,1,Millennial Exit,33,67
51,Millennial,Production Occupations,2484504,2167981,-316523,-12.74,24.53,24,51-8011,Nuclear Power Reactor Operators,577,772,195,33.8,8.7,11,2.3,195,403,1,Millennial Exit,33,67
19,Millennial,"Life, Physical, and Social Science Occupations",312140,328219,16079,5.15,26.96,27,19-4051,Nuclear Technicians,1272,1399,127,9.98,16.1,16,-0.1,127,434,1,Millennial Exit,21,72
19,Baby Boomer,"Life, Physical, and Social Science Occupations",189040,214879,25839,13.67,16.33,18,19-4051,Nuclear Technicians,1289,1723,434,33.67,16.3,21,4.7,127,434,1,Millennial Exit,21,72
29,Baby Boomer,Healthcare Practitioners and Technical Occupations,1161066,1413668,252602,21.76,15.49,17,29-1122,Occupational Therapists,10100,12183,2083,20.62,10.04,11,0.96,5805,2083,3,Millennial Growth,968,347
